CI_Name,CI_Cat,CI_Subcat,WBS,Incident_ID,Status,Impact,Urgency,Priority,number_cnt,Category,KB_number,Alert_Status,No_of_Reassignments,Open_Time,Reopen_Time,Resolved_Time,Close_Time,Handle_Time_hrs,Closure_Code,No_of_Related_Interactions,Related_Interaction,No_of_Related_Incidents,No_of_Related_Changes,Related_Change
DTA000019,application,Desktop Application,WBS000093,IM0010549,Closed,4,4,4,0.679329321,incident,KM0001186,closed,1,04-11-2013 14:12,,05-11-2013 13:40,05-11-2013 13:40,"9,96,52,77,778",Hardware,1,SD0029441,,,
SBA000765,application,Server Based Application,WBS000300,IM0010550,Closed,3,3,3,0.364603744,incident,KM0001274,closed,2,04-11-2013 14:14,,27-11-2013 09:44,27-11-2013 09:45,"1,74,025",Unknown,1,SD0029256,,,
CBA000014,application,Client Based Application,WBS000073,IM0010551,Closed,4,4,4,0.588407681,incident,KM0001346,closed,1,04-11-2013 14:17,,13-11-2013 10:37,13-11-2013 10:37,"6,16,30,55,556",Software,1,SD0029443,,,
WBA000060,application,Web Based Application,WBS000073,IM0010552,Closed,4,4,4,0.630900964,incident,KM0000825,closed,0,04-11-2013 14:21,,05-11-2013 15:46,05-11-2013 15:46,"1,19,14,16,667",Software,1,SD0029442,,1,C00003013
SUB000456,subapplication,Web Based Application,WBS000073,IM0010553,Closed,4,4,4,0.532823368,incident,KM0000748,closed,0,04-11-2013 14:37,,04-11-2013 15:10,04-11-2013 15:10,"0,551944444",Software,1,SD0029450,,,
CBD000767,computer,Banking Device,WBS000146,IM0010554,Closed,4,4,4,0.215148581,incident,KM0000491,closed,0,04-11-2013 14:48,,,04-11-2013 16:04,"1,27,27,77,778",,1,SD0029455,,,
WBA000148,application,Web Based Application,WBS000172,IM0010555,Closed,5,5,5,0.811854968,incident,KM0001979,closed,0,04-11-2013 14:58,,04-11-2013 15:48,04-11-2013 15:49,"0,849722222",Other,1,SD0029460,,,
SBA000263,application,Server Based Application,WBS000072,IM0010556,Closed,5,5,5,0.748239021,request for information,KM0001807,closed,2,04-11-2013 15:03,,05-11-2013 17:11,05-11-2013 17:11,"1,26,34,16,667",Other,1,SD0029462,,,
SBA000805,application,Server Based Application,WBS000016,IM0010557,Closed,3,3,3,0.767911618,incident,KM0000938,closed,1,04-11-2013 15:10,,04-11-2013 15:17,04-11-2013 15:18,"0,135277778",Hardware,1,SD0029471,,,
SBA000462,application,Server Based Application,WBS000073,IM0010558,Closed,4,4,4,0.289926409,incident,KM0001866,closed,0,04-11-2013 15:16,,05-11-2013 16:21,05-11-2013 16:22,"1,15,92,77,778",Unknown,1,SD0029473,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0010559,Closed,5,5,5,0.969303519,request for information,KM0000226,closed,0,04-11-2013 15:23,,04-11-2013 16:18,04-11-2013 16:18,"0,927777778",User error,1,SD0029478,,,
SBA000698,application,Server Based Application,WBS000090,IM0010560,Closed,NS,3,NA,0.569871905,incident,KM0001027,closed,0,04-11-2013 15:30,,04-11-2013 17:12,04-11-2013 17:12,"1,695",Software,1,SD0029721,,,
SUB000545,subapplication,Web Based Application,WBS000073,IM0010561,Closed,5,5,5,0.682728518,incident,KM0000795,closed,0,04-11-2013 15:32,,05-11-2013 09:43,05-11-2013 09:43,"2,81,02,77,778",Other,1,SD0029719,,,
LAP000399,computer,Laptop,WBS000091,IM0010562,Closed,5,5,5,0.824648891,incident,KM0001444,closed,3,04-11-2013 15:39,,14-11-2013 12:05,14-11-2013 12:05,"7,69,05,27,778",Hardware,1,SD0029725,,,
CBD000777,computer,Banking Device,WBS000146,IM0010563,Closed,2,2,2,0.690060991,incident,KM0000274,closed,1,04-11-2013 12:55,,,06-11-2013 12:07,"4,72,02,77,778",,1,SD0029179,,,
SBA000189,application,Server Based Application,WBS000139,IM0010564,Closed,5,5,5,0.282857472,incident,KM0001028,closed,0,04-11-2013 12:59,,08-11-2013 09:20,08-11-2013 09:24,"1,20,94,72,222",Software,1,SD0029180,,,
SUB000443,subapplication,Web Based Application,WBS000125,IM0010565,Closed,5,5,5,0.329056461,incident,KM0000727,closed,15,04-11-2013 13:02,,08-11-2013 15:20,08-11-2013 15:20,"4,30,71,38,889",Other,1,SD0029178,,1,C00001831
SBA000462,application,Server Based Application,WBS000073,IM0010566,Closed,4,4,4,0.067390327,incident,KM0001363,closed,0,04-11-2013 13:09,,05-11-2013 10:16,05-11-2013 10:16,"7,60,55,55,556",No error - works as designed,1,SD0029182,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010567,Closed,4,4,4,0.567255746,incident,KM0001453,closed,0,04-11-2013 13:10,,04-11-2013 15:14,04-11-2013 15:14,"2,07",Software,1,SD0029185,,,
SAP000004,application,SAP,WBS000271,IM0010568,Closed,5,5,5,0.815778908,request for information,KM0001264,closed,9,04-11-2013 13:14,,07-03-2014 14:33,07-03-2014 14:35,"9,04,34,33,333",Other,1,SD0029343,,,
SBA000607,application,Server Based Application,WBS000263,IM0010569,Closed,5,5,5,0.285301002,request for information,KM0001825,closed,0,04-11-2013 13:15,,05-11-2013 07:33,05-11-2013 07:33,"4,78,66,66,667",Operator error,2,#MULTIVALUE,,,
APP000005,application,Citrix,WBS000292,IM0010570,Closed,3,3,3,0.378183786,incident,KM0001060,closed,0,04-11-2013 13:17,,05-11-2013 13:49,05-11-2013 13:52,"3,24,30,55,556",Software,1,SD0029342,,,
WBA000144,application,Web Based Application,WBS000318,IM0010571,Closed,3,3,3,0.280531638,incident,KM0000844,closed,0,04-11-2013 13:20,,04-11-2013 13:48,04-11-2013 13:48,"0,455277778",Other,1,SD0029345,,,
SBA000462,application,Server Based Application,WBS000073,IM0010572,Closed,4,4,4,0.600458384,incident,KM0001828,closed,0,04-11-2013 13:21,,04-11-2013 14:53,04-11-2013 14:53,"1,54,22,22,222",User error,1,SD0029347,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0010573,Closed,5,5,5,0.931191717,request for information,KM0000225,closed,0,04-11-2013 13:22,,04-11-2013 13:30,04-11-2013 13:30,"0,139444444",Other,2,#MULTIVALUE,,,
WBA000022,application,Web Based Application,WBS000025,IM0010574,Closed,5,5,5,0.723163519,request for information,KM0001569,closed,1,04-11-2013 13:23,,05-11-2013 09:28,05-11-2013 09:29,"6,59,38,88,889",Other,1,SD0029349,,,
SAP000005,application,SAP,WBS000271,IM0010575,Closed,5,5,5,0.465229743,request for information,KM0001124,closed,0,04-11-2013 13:24,,05-11-2013 09:56,05-11-2013 09:56,"7,04",Other,1,SD0029353,,,
WBA000060,application,Web Based Application,WBS000073,IM0010576,Closed,4,4,4,0.606100906,incident,KM0000825,closed,0,04-11-2013 13:26,,05-11-2013 15:48,05-11-2013 15:48,"1,28,61,94,444",Software,1,SD0029352,,1,C00003013
WBA000068,application,Web Based Application,WBS000171,IM0010577,Closed,4,5,4,0.761728161,incident,KM0000691,closed,0,04-11-2013 13:29,,04-11-2013 15:58,04-11-2013 15:58,"2,48,19,44,444",Other,1,SD0029190,,,
SBA000630,application,Server Based Application,WBS000070,IM0010578,Closed,4,4,4,0.900149214,incident,KM0000607,closed,0,04-11-2013 13:37,,04-11-2013 14:33,04-11-2013 14:33,"0,93",Operator error,1,SD0029364,1,,
WBA000060,application,Web Based Application,WBS000073,IM0010579,Closed,4,4,4,0.16007494,incident,KM0000825,closed,0,04-11-2013 13:38,,05-11-2013 15:50,05-11-2013 15:50,"1,26,96,11,111",Software,1,SD0029363,,1,C00003013
SAP000004,application,SAP,WBS000271,IM0010580,Closed,5,5,5,0.692867076,request for information,KM0001269,closed,0,04-11-2013 13:38,08-11-2013 12:12,18-11-2013 14:40,18-11-2013 14:40,"6,54,92,22,222",Other,2,#MULTIVALUE,,,
SBA000076,application,Server Based Application,WBS000152,IM0010581,Closed,5,5,5,0.900835145,incident,KM0001472,closed,2,04-11-2013 13:41,,05-11-2013 14:59,05-11-2013 14:59,"1,18,05,27,778",Referred,1,SD0029358,,,
SAP000005,application,SAP,WBS000271,IM0010582,Closed,5,5,5,0.85491008,request for information,KM0001572,closed,6,04-11-2013 13:47,05-11-2013 14:19,06-11-2013 10:37,06-11-2013 10:37,"7,62,05,55,556",Other,2,#MULTIVALUE,,,
SUB000479,subapplication,Web Based Application,WBS000015,IM0010583,Closed,4,4,4,0.194032813,incident,KM0000456,closed,0,04-11-2013 13:55,,26-11-2013 09:26,26-11-2013 09:26,"1,50,19,27,778",Unknown,1,SD0029370,,,
SBA000464,application,Server Based Application,WBS000073,IM0010584,Closed,4,4,4,0.934352633,incident,KM0001369,closed,1,04-11-2013 13:56,,,04-11-2013 17:11,"3,25,16,66,667",User error,1,SD0029376,,,
WBA000058,application,Web Based Application,WBS000073,IM0010585,Closed,4,4,4,0.559249595,incident,KM0002043,closed,0,04-11-2013 14:00,,04-11-2013 14:19,04-11-2013 14:20,"0,324166667",Software,1,SD0029383,,,
SAP000005,application,SAP,WBS000271,IM0010586,Closed,5,5,5,0.470266312,request for information,KM0001572,closed,2,04-11-2013 14:00,,04-11-2013 14:37,04-11-2013 14:37,"0,618333333",Other,1,SD0029386,,,
SUB000424,subapplication,Web Based Application,WBS000073,IM0010587,Closed,5,5,5,0.679915052,incident,KM0001538,closed,0,04-11-2013 14:03,,29-11-2013 11:22,29-11-2013 11:22,"3,41,775",Other,1,SD0029379,,,
APP000004,application,Citrix,WBS000098,IM0010588,Closed,4,4,4,0.755922618,incident,KM0000918,closed,2,04-11-2013 14:10,,05-11-2013 17:19,05-11-2013 17:19,"1,30,90,83,333",Referred,1,SD0029380,,,
SBA000263,application,Server Based Application,WBS000072,IM0010589,Closed,5,5,5,0.719534994,request for information,KM0001110,closed,2,04-11-2013 14:11,,06-11-2013 11:20,06-11-2013 11:20,"1,81,46,11,111",Other,1,SD0029393,,,
ASW000010,software,Automation Software,WBS000284,IM0010590,Closed,4,4,4,0.091032538,incident,KM0000479,closed,1,04-11-2013 14:15,,11-11-2013 13:28,11-11-2013 13:29,"7,41,61,11,111",Other,1,SD0029399,,,
SBA000607,application,Server Based Application,WBS000263,IM0010591,Closed,4,4,4,0.116650672,incident,KM0001106,closed,1,04-11-2013 14:16,,04-11-2013 14:50,04-11-2013 14:50,"0,58",Other,1,SD0029397,,,
SUB000521,subapplication,Web Based Application,WBS000073,IM0010592,Closed,4,4,4,0.612209752,incident,KM0001496,closed,0,04-11-2013 14:24,,05-11-2013 15:53,05-11-2013 15:53,"1,19,84,16,667",Other,1,SD0029398,,,
SAP000004,application,SAP,WBS000271,IM0010593,Closed,5,5,5,0.694339248,request for information,KM0001269,closed,6,04-11-2013 14:25,19-11-2013 08:21,19-11-2013 09:51,19-11-2013 09:51,"1,51,08,61,111",Other,3,#MULTIVALUE,,,
SAN000182,storage,SAN,WBS000128,IM0010594,Closed,4,4,4,0.186842121,incident,KM0002125,closed,0,04-11-2013 14:27,,06-11-2013 16:28,06-11-2013 16:29,"2,30,38,05,556",Other,1,SD0029403,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010595,Closed,4,4,4,0.210994273,incident,KM0000741,closed,0,04-11-2013 14:28,,05-11-2013 15:51,05-11-2013 15:51,"1,18,95,83,333",Software,1,SD0029407,,1,C00003013
APP000002,application,Citrix,WBS000098,IM0010596,Closed,4,4,4,0.04335327,incident,KM0000665,closed,7,04-11-2013 14:31,14-11-2013 09:11,21-11-2013 16:33,21-11-2013 16:34,"2,07,81,11,111",Software,2,#MULTIVALUE,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010597,Closed,4,4,4,0.584886681,incident,KM0000741,closed,0,04-11-2013 14:39,,05-11-2013 13:48,05-11-2013 13:48,"6,89",Other,1,SD0029481,,,
WBA000148,application,Web Based Application,WBS000172,IM0010598,Closed,4,4,4,0.230321017,request for information,KM0000692,closed,2,04-11-2013 14:42,,05-11-2013 11:21,05-11-2013 11:21,"7,14,83,33,333",Other,1,SD0029413,,,
SBA000458,application,Server Based Application,WBS000073,IM0010599,Closed,5,5,5,0.401695941,incident,KM0001542,closed,0,04-11-2013 14:45,,07-11-2013 08:41,07-11-2013 08:41,"2,54,38,05,556",Software,1,SD0029415,,,
SUB000002,subapplication,Citrix,WBS000098,IM0010600,Closed,4,4,4,0.989419135,incident,KM0001435,closed,1,04-11-2013 14:05,,04-11-2013 16:14,04-11-2013 16:15,"2,17,19,44,444",No error - works as designed,1,SD0029248,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010601,Closed,4,4,4,0.881317686,incident,KM0001736,closed,0,04-11-2013 14:13,,04-11-2013 14:37,04-11-2013 14:37,"0,407777778",User error,1,SD0029255,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010602,Closed,4,4,4,0.810914696,incident,KM0000751,closed,0,04-11-2013 14:17,,04-11-2013 15:08,04-11-2013 15:08,"0,846388889",User error,1,SD0029257,,,
SBA000759,application,Server Based Application,WBS000296,IM0010603,Closed,4,4,4,0.623325525,request for information,KM0001031,closed,2,04-11-2013 14:23,,02-12-2013 15:55,02-12-2013 15:55,"4,78,75,83,333",No error - works as designed,1,SD0029261,,,
SBA000585,application,Server Based Application,WBS000077,IM0010604,Closed,4,4,4,0.311753147,incident,KM0000563,closed,3,04-11-2013 14:25,,05-11-2013 12:20,05-11-2013 12:20,"7,67,61,11,111",Software,1,SD0029263,,,
WBA000144,application,Web Based Application,WBS000318,IM0010605,Closed,5,5,5,0.304322796,incident,KM0000836,closed,3,04-11-2013 14:34,,06-12-2013 11:09,06-12-2013 11:09,"2,06,68,63,889",Software,1,SD0029264,,,
DTA000025,application,Desktop Application,WBS000110,IM0010606,Closed,5,5,5,0.4821513,request for information,KM0000897,closed,2,04-11-2013 14:39,,18-11-2013 14:58,18-11-2013 14:58,"9,74,72,22,222",Other,1,SD0029569,,,
SBA000462,application,Server Based Application,WBS000073,IM0010607,Closed,4,4,4,0.466438377,incident,KM0001773,closed,1,04-11-2013 14:48,,04-11-2013 17:31,04-11-2013 17:36,"2,78,94,44,444",Unknown,1,SD0029571,,,
SAN000182,storage,SAN,WBS000128,IM0010608,Closed,4,4,4,0.96221265,incident,KM0002126,closed,0,04-11-2013 14:55,,18-11-2013 09:42,18-11-2013 09:42,"4,72,35,27,778",Other,1,SD0029572,,,
WBA000011,application,Web Based Application,WBS000152,IM0010609,Closed,5,5,5,0.810636863,incident,KM0000081,closed,0,04-11-2013 15:06,,04-11-2013 15:54,04-11-2013 15:58,"0,864722222",Software,1,SD0029574,,,
SUB000427,subapplication,Web Based Application,WBS000073,IM0010610,Closed,4,4,4,0.810262618,incident,KM0001199,closed,0,04-11-2013 15:08,,05-11-2013 11:17,05-11-2013 11:17,"6,64,66,66,667",No error - works as designed,1,SD0029577,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010611,Closed,4,4,4,0.394354375,incident,KM0001918,closed,0,04-11-2013 15:12,,05-11-2013 11:37,05-11-2013 11:38,"6,92,83,33,333",Other,1,SD0029576,,,
WBA000145,application,Web Based Application,WBS000318,IM0010612,Closed,4,4,4,0.586931869,incident,KM0001417,closed,0,04-11-2013 15:28,,05-11-2013 09:55,05-11-2013 09:55,"4,93,80,55,556",User manual not used,1,SD0029581,,,
EXC000004,application,Exchange,WBS000094,IM0010613,Closed,5,5,5,0.890304738,request for information,KM0001237,closed,0,04-11-2013 15:29,,04-11-2013 16:05,04-11-2013 16:05,"0,606666667",No error - works as designed,1,SD0029582,,,
WBA000058,application,Web Based Application,WBS000073,IM0010614,Closed,4,4,4,0.194068331,incident,KM0001241,closed,1,04-11-2013 15:37,,05-11-2013 11:20,05-11-2013 11:20,"62,125",Software,,#N/B,,,
SBA000689,application,Server Based Application,WBS000228,IM0010615,Closed,5,5,5,0.895306968,request for information,KM0000656,closed,0,04-11-2013 15:44,,04-11-2013 15:52,04-11-2013 15:52,"0,144444444",No error - works as designed,1,SD0029595,,,
SUB000113,subapplication,Server Based Application,WBS000095,IM0010616,Closed,5,5,5,0.359194643,request for information,KM0000225,closed,0,04-11-2013 15:47,,05-11-2013 10:08,05-11-2013 10:08,"4,84,30,55,556",User error,1,SD0029596,,,
SBA000145,application,Server Based Application,WBS000094,IM0010617,Closed,5,5,5,0.87452137,incident,KM0000152,closed,2,04-11-2013 16:02,,14-11-2013 09:22,14-11-2013 09:22,"7,73,39,72,222",Software,1,SD0029603,,,
APP000005,application,Citrix,WBS000292,IM0010618,Closed,4,4,4,0.47811195,incident,KM0001131,closed,0,04-11-2013 16:05,,04-11-2013 17:49,04-11-2013 17:49,"1,72,19,44,444",Software,2,#MULTIVALUE,,,
SBA000607,application,Server Based Application,WBS000263,IM0010619,Closed,5,5,5,0.973257134,request for information,KM0001825,closed,5,04-11-2013 16:08,22-11-2013 10:15,22-11-2013 11:21,22-11-2013 11:21,"5,47,92,77,778",Other,2,#MULTIVALUE,,,
DTA000016,application,Desktop Application,WBS000096,IM0010620,Closed,4,4,4,0.847753672,incident,KM0001026,closed,0,04-11-2013 16:11,,12-11-2013 17:57,12-11-2013 17:58,"1,17,79,72,222",Software,1,SD0029612,,,
DTA000016,application,Desktop Application,WBS000096,IM0010621,Closed,4,4,4,0.789365515,incident,KM0001026,closed,0,04-11-2013 16:25,,04-11-2013 17:26,04-11-2013 17:26,"1,02,58,33,333",Software,5,#MULTIVALUE,12,,
WBA000122,application,Web Based Application,WBS000298,IM0010622,Closed,3,3,3,0.801939993,incident,KM0001644,closed,0,04-11-2013 16:37,,07-11-2013 12:51,07-11-2013 12:51,"2,77,48,05,556",Software,1,SD0029621,,,
WBA000058,application,Web Based Application,WBS000073,IM0010623,Closed,4,4,4,0.461813651,incident,KM0002043,closed,0,04-11-2013 16:37,,04-11-2013 17:18,04-11-2013 17:22,"0,386111111",Software,1,SD0029620,,,
SUB000436,subapplication,Web Based Application,WBS000073,IM0010624,Closed,5,5,5,0.060281311,incident,KM0000713,closed,3,04-11-2013 16:48,,19-11-2013 08:23,19-11-2013 08:23,"4,62,44,44,444",Other,1,SD0029611,,,
SBA000689,application,Server Based Application,WBS000228,IM0010625,Closed,5,5,5,0.982759571,request for information,KM0000656,closed,0,04-11-2013 17:19,,04-11-2013 17:23,04-11-2013 17:23,"0,065833333",No error - works as designed,1,SD0029627,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010626,Closed,4,4,4,0.256657258,incident,KM0000741,closed,0,04-11-2013 17:28,,05-11-2013 15:53,05-11-2013 15:53,"8,92,30,55,556",Software,1,SD0029626,,,
SBA000689,application,Server Based Application,WBS000228,IM0010627,Closed,5,5,5,0.543219349,request for information,KM0000656,closed,0,04-11-2013 17:32,,04-11-2013 17:34,04-11-2013 17:35,"0,053055556",No error - works as designed,1,SD0029628,,,
SBA000427,application,Server Based Application,WBS000307,IM0010628,Closed,3,3,3,0.28815673,incident,KM0001350,closed,1,04-11-2013 21:14,04-11-2013 21:19,04-11-2013 21:20,04-11-2013 21:20,0,No error - works as designed,1,SD0029629,,,
WBA000124,application,Web Based Application,WBS000088,IM0010629,Closed,NS,3,NA,0.045709425,incident,KM0000895,closed,6,05-11-2013 06:58,,05-11-2013 15:34,05-11-2013 15:34,"8,07,02,77,778",Software,1,SD0029630,,,
SSW000058,software,System Software,WBS000199,IM0010630,Closed,3,3,3,0.933873191,incident,KM0000940,closed,0,05-11-2013 08:08,,,05-11-2013 08:30,"0,3625",User error,1,SD0029634,,,
LAP000710,computer,Laptop,WBS000091,IM0010631,Closed,5,5,5,0.790680623,incident,KM0001444,closed,0,05-11-2013 08:19,,07-11-2013 08:40,07-11-2013 08:40,"2,13,47,77,778",Hardware,1,SD0029631,,,
SBA000759,application,Server Based Application,WBS000296,IM0010632,Closed,3,3,3,0.357476746,incident,KM0001035,closed,1,05-11-2013 08:52,,05-11-2013 14:09,05-11-2013 14:09,"5,27,47,22,222",Operator error,1,SD0030009,,,
LAP000018,computer,Laptop,WBS000091,IM0010633,Closed,3,3,3,0.682496281,incident,KM0002122,closed,0,05-11-2013 08:56,,12-11-2013 17:58,12-11-2013 17:59,"6,21,69,44,444",Software,1,SD0030010,,,
CBD000324,computer,Banking Device,WBS000146,IM0010634,Closed,4,4,4,0.235738146,incident,KM0000274,closed,1,04-11-2013 14:46,,06-11-2013 13:58,06-11-2013 13:58,"2,01,96,38,889",Other,1,SD0029491,,,
SBA000607,application,Server Based Application,WBS000263,IM0010635,Closed,4,4,4,0.353069445,incident,KM0001106,closed,1,04-11-2013 14:48,,05-11-2013 10:29,05-11-2013 10:30,"6,20,13,88,889",Other,1,SD0029490,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010636,Closed,4,4,4,0.976744024,incident,KM0000741,closed,0,04-11-2013 14:50,,05-11-2013 15:55,05-11-2013 15:55,"1,15,84,44,444",Software,1,SD0029494,,1,C00003013
SUB000456,subapplication,Web Based Application,WBS000073,IM0010637,Closed,4,4,4,0.745594503,incident,KM0000741,closed,0,04-11-2013 14:57,,05-11-2013 15:57,05-11-2013 15:57,"1,15,10,55,556",Software,1,SD0029496,,1,C00003013
SUB000113,subapplication,Server Based Application,WBS000095,IM0010638,Closed,5,5,5,0.864259931,request for information,KM0000226,closed,0,04-11-2013 14:58,,04-11-2013 15:38,04-11-2013 15:38,"0,654722222",User error,1,SD0029501,,,
WBA000011,application,Web Based Application,WBS000152,IM0010639,Closed,5,5,5,0.83355181,incident,KM0000075,closed,0,04-11-2013 14:59,,04-11-2013 16:07,04-11-2013 16:07,"1,14,77,77,778",Software,1,SD0029495,,,
LAP000012,computer,Laptop,WBS000091,IM0010640,Closed,5,5,5,0.084686953,incident,KM0001447,closed,0,04-11-2013 15:10,,15-11-2013 12:35,15-11-2013 12:35,"1,48,03,05,556",Software,1,SD0029503,,,
SBA000054,application,Server Based Application,WBS000013,IM0010641,Closed,3,3,3,0.053188967,incident,KM0000052,closed,0,04-11-2013 15:14,,04-11-2013 15:27,04-11-2013 15:27,"0,216666667",Other,1,SD0029508,,,
LAP000097,computer,Laptop,WBS000187,IM0010642,Closed,5,5,5,0.144081536,incident,KM0001447,closed,2,04-11-2013 15:18,,20-11-2013 14:00,20-11-2013 14:00,"2,98,63,33,333",Unknown,1,SD0029515,,,
WBA000145,application,Web Based Application,WBS000318,IM0010643,Closed,4,4,4,0.158199121,incident,KM0001420,closed,6,04-11-2013 15:20,,13-11-2013 12:18,13-11-2013 12:18,"4,79,40,83,333",Software,1,SD0029519,,,
SUB000533,subapplication,Web Based Application,WBS000073,IM0010644,Closed,4,4,4,0.289547342,incident,KM0001791,closed,0,04-11-2013 15:21,,25-11-2013 14:59,25-11-2013 14:59,"1,56,87,05,556",Software,1,SD0029520,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010645,Closed,4,4,4,0.545226012,incident,KM0000751,closed,0,04-11-2013 15:21,,04-11-2013 15:48,04-11-2013 15:48,"0,455277778",Operator error,1,SD0029521,,,
SBA000427,application,Server Based Application,WBS000307,IM0010646,Closed,4,4,4,0.903359885,incident,KM0001859,closed,0,04-11-2013 15:24,,04-11-2013 15:35,04-11-2013 15:36,"0,193888889",Other,1,SD0029528,,,
DTA000057,application,Desktop Application,WBS000094,IM0010647,Closed,5,5,5,0.181904274,request for information,KM0000538,closed,2,04-11-2013 15:31,,12-11-2013 10:38,12-11-2013 10:38,"0,017222222",No error - works as designed,1,SD0029517,,,
SUB000442,subapplication,Web Based Application,WBS000125,IM0010648,Closed,4,4,4,0.859049528,incident,KM0000206,closed,0,04-11-2013 15:40,,05-11-2013 08:54,05-11-2013 08:54,"3,73,83,33,333",No error - works as designed,1,SD0029534,,,
WBA000022,application,Web Based Application,WBS000025,IM0010649,Closed,5,5,5,0.965883562,request for information,KM0001569,closed,1,04-11-2013 15:40,,06-11-2013 07:36,06-11-2013 07:37,"1,29,43,33,333",Other,1,SD0029543,,,
WBA000128,application,Web Based Application,WBS000002,IM0010650,Closed,5,5,5,0.428939506,incident,KM0000687,closed,0,04-11-2013 15:44,,05-11-2013 15:05,05-11-2013 15:06,"2,41,69,44,444",Other,1,SD0029544,,,
SBA000028,application,Server Based Application,WBS000030,IM0010651,Closed,5,5,5,0.494504132,request for information,KM0000168,closed,2,04-11-2013 15:51,,06-11-2013 13:52,06-11-2013 13:55,"1,90,58,05,556",Software,1,SD0029552,,1,C00005461
SBA000131,application,Server Based Application,WBS000023,IM0010652,Closed,3,3,3,0.150785009,incident,KM0000940,closed,0,04-11-2013 15:56,,04-11-2013 16:25,04-11-2013 16:25,"0,486944444",Other,1,SD0029556,,,
SBA000028,application,Server Based Application,WBS000030,IM0010653,Closed,5,5,5,0.104650151,request for information,KM0000168,closed,4,04-11-2013 15:59,,13-11-2013 10:30,13-11-2013 10:31,"6,80,40,83,333",Software,1,SD0029554,,,
WBA000145,application,Web Based Application,WBS000318,IM0010654,Closed,5,5,5,0.163667846,incident,KM0001362,closed,0,04-11-2013 16:05,,07-11-2013 09:15,07-11-2013 09:15,"2,46,66,66,667",Software,1,SD0029558,,,
WBA000058,application,Web Based Application,WBS000073,IM0010655,Closed,4,4,4,0.131966136,incident,KM0000819,closed,0,04-11-2013 16:10,,04-11-2013 17:27,04-11-2013 17:27,"1,28,27,77,778",Software,1,SD0029566,,,
DTA000016,application,Desktop Application,WBS000096,IM0010656,Closed,4,4,4,0.000223966,incident,KM0001026,closed,0,04-11-2013 16:26,,04-11-2013 17:16,04-11-2013 17:16,"0,829722222",Software,1,SD0029784,1,,
SBA000054,application,Server Based Application,WBS000013,IM0010657,Closed,5,5,5,0.552858535,request for information,KM0000055,closed,4,04-11-2013 16:26,,21-11-2013 12:55,21-11-2013 12:55,"5,14,16,38,889",Other,2,#MULTIVALUE,,,
SBA000458,application,Server Based Application,WBS000073,IM0010658,Closed,5,5,5,0.962640804,incident,KM0002128,closed,0,04-11-2013 16:35,,12-11-2013 12:41,12-11-2013 12:41,"5,91,14,72,222",No error - works as designed,1,SD0029785,,,
DTA000016,application,Desktop Application,WBS000096,IM0010659,Closed,4,4,4,0.505589585,incident,KM0001026,closed,0,04-11-2013 16:36,,04-11-2013 17:14,04-11-2013 17:14,"0,624722222",Software,2,#MULTIVALUE,1,,
DTA000016,application,Desktop Application,WBS000096,IM0010660,Closed,4,4,4,0.602780827,incident,KM0001026,closed,0,04-11-2013 16:38,,04-11-2013 17:14,04-11-2013 17:14,"0,600277778",Software,1,SD0029792,1,,
DTA000016,application,Desktop Application,WBS000096,IM0010661,Closed,4,4,4,0.361906509,incident,KM0001026,closed,0,04-11-2013 16:41,,04-11-2013 17:16,04-11-2013 17:16,"0,593055556",Software,1,SD0029790,1,,
DTA000016,application,Desktop Application,WBS000096,IM0010662,Closed,4,4,4,0.064109313,incident,KM0001026,closed,0,04-11-2013 16:42,,04-11-2013 17:18,04-11-2013 17:18,"0,586666667",Software,1,SD0029793,1,,
SBA000759,application,Server Based Application,WBS000296,IM0010663,Closed,5,5,5,0.679900479,request for information,KM0001032,closed,1,04-11-2013 16:42,,21-11-2013 00:47,21-11-2013 00:47,"9,57,85,27,778",No error - works as designed,1,SD0029795,,,
SBA000088,application,Server Based Application,WBS000017,IM0010664,Closed,5,5,5,0.758132116,incident,KM0000095,closed,1,04-11-2013 16:43,,08-11-2013 13:59,08-11-2013 13:59,"2,67,02,77,778",Unknown,1,SD0029787,,,
SBA000317,application,Server Based Application,WBS000048,IM0010665,Closed,5,5,5,0.14986347,incident,KM0000310,closed,0,04-11-2013 16:46,,18-11-2013 14:51,18-11-2013 14:51,"4,09,11,11,111",Software,1,SD0029797,,,
SUB000456,subapplication,Web Based Application,WBS000073,IM0010666,Closed,4,4,4,0.042329866,incident,KM0000757,closed,0,04-11-2013 16:48,,04-11-2013 17:46,04-11-2013 17:46,"0,981666667",Software,1,SD0029796,,,
